CustomerID,Name,Age,Gender,Location,CustomerSegment,purchase_probability,ProductID,ProductName,OriginalPrice,Discount%,DiscountedPrice
b6339060-7f8d-4d32-86c6-567557922517,Joel Bandara,23,Male,Kilinochchi,frequent_shoppers,0.4626302057820268,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
ca27a72d-b387-4add-9277-8c6749f62eda,Kevin Shaffer,28,Male,Badulla,frequent_shoppers,0.44070658291562276,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
2787786f-c251-487a-a75a-85efe7c88fb4,Linda Bandara,35,Female,Batticaloa,frequent_shoppers,0.5003226850089826,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
3e4b190e-1967-4856-902e-659fd90007b1,Jessica Amarasinghe,29,Male,Batticaloa,frequent_shoppers,0.4458744265676578,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
4505b8b9-aa93-4403-9fa6-1a3f096012bc,Chamara Santos,61,Male,Vavuniya,frequent_shoppers,0.5448259562618626,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
462b3431-7caf-43b3-bc2a-e9c7ace08d66,Nimal Ray,30,Male,Moratuwa,frequent_shoppers,0.5016257935333798,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
0f2ec29d-a674-425c-a7ed-833bfdd7cb6c,Anil Adams,44,Female,Matara,frequent_shoppers,0.5335959178698135,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
b4e2bfbe-cbcb-4885-8ec0-5e3a6d7a0056,Angela Wijesinghe,20,Male,Matara,frequent_shoppers,0.46834196417089513,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
488da109-668b-4e96-9382-77dfec913e66,Michael Wijesinghe,49,Male,Matara,frequent_shoppers,0.49426993478784004,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
e5a93da1-ae2c-4a4d-b9b6-fd1b1f0789a6,Shannon Perera,20,Male,Anuradhapura,frequent_shoppers,0.4898837467067054,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
c5e03d17-0d6c-49a7-b689-36c8725aab0b,Kim Hill,67,Male,Nuwara Eliya,frequent_shoppers,0.5370936953760171,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
4e0cd23a-cba2-4c1b-ade7-8567debd967e,Roshan Brooks,57,Female,Jaffna,frequent_shoppers,0.4404783844539516,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
085c1365-ced6-48a6-a7d6-5caaa1f2d27b,Dilshan Rocha,68,Female,Vavuniya,regular_shoppers,0.5508595101062902,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
c68cf806-6816-41f5-afef-27f47d2c179e,Kim Peterson,29,Male,Negombo,frequent_shoppers,0.4400573995126088,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
d29d8228-b3e6-41e0-adee-f2b3a8469171,Jessica Hicks,35,Male,Ratnapura,frequent_shoppers,0.5036339610617169,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
ac81ca0a-2e4f-495f-b4f8-bc902e77ef52,Sachini Gunasekara,24,Female,Kandy,regular_shoppers,0.5574919099207212,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
415f073d-6fd5-49d5-bf85-bcd209a9f4f0,Buddhika Rocha,25,Female,Matara,frequent_shoppers,0.5288802755246982,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
7a59f8ee-5913-428e-967f-dc757f38a6e4,Angela Gunasekara,25,Male,Moratuwa,regular_shoppers,0.5574919099207212,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
12d8c304-4bdf-4800-b26d-28374932e901,Tammy Jayasinghe,45,Male,Kalutara,frequent_shoppers,0.4568784063442145,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
364bb9cc-c404-4c3a-8e3b-0c13fdae6e41,Sarah Ray,57,Female,Kilinochchi,regular_shoppers,0.5618545708960702,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
e85a16de-bb43-456a-8463-0ea62b29432c,Joel Bandara,20,Female,,frequent_shoppers,0.5506997621219344,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
1a0182e4-35b0-4b43-a93e-d00b00d3b870,David Brooks,48,Female,Galle,frequent_shoppers,0.513257239318823,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
1bb88600-8cda-4877-8734-e43e910b6c50,Angie Garcia,30,Male,Vavuniya,frequent_shoppers,0.44790761987122246,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
4cf420d9-0e04-422f-9f2a-1056c09de080,Chamara Henderson,68,Female,Moratuwa,frequent_shoppers,0.5256382094948119,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
c0ecb5cc-1ff9-479b-a952-6842d123afd2,Gabrielle Brooks,20,Male,Kilinochchi,frequent_shoppers,0.5082043606110045,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
2e5ed111-71aa-4a83-be12-0a587aabf23b,Linda Jayasinghe,61,Male,Kilinochchi,frequent_shoppers,0.46486132455585216,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
85e1212d-1c11-4f1c-8dbc-f24e5e84f79e,Zachary De Silva,41,Female,,frequent_shoppers,0.44807836410699264,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
64d99cd1-8735-410c-a39e-e395338502e2,Cynthia Wickramasinghe,36,Female,Galle,frequent_shoppers,0.5115555130113613,3c143ee5-b8dc-4890-9653-377e9d6e874a,MD White Bread,248.49,40,149.094
